Country Name,Country Code,Series,Series Code,2000 [YR2000],2001 [YR2001],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],PercentChange0116,PercentChange1116
Kyrgyz Republic,KGZ,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,7.02863,7.3778,16.75172,20.23237,22.27182,24.14641,26.59707,29.55152,37.69936,3.005465044,0.764088703
Kyrgyz Republic,KGZ,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,13.01674,12.52163,7.14587,7.29172,7.34157,8.09856,7.39276,8.32633,8.38227,-0.335044239,0.165194721
Kyrgyz Republic,KGZ,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,,,,,90.92339,91.48363,92.01867,93.97256,95.642,,
Kyrgyz Republic,KGZ,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,80.23971,80.51887,82.18479,83.16127,,
Kyrgyz Republic,KGZ,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,,,,,,,,,,,
Kyrgyz Republic,KGZ,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,93.60242,94.45386,95.77463,98.4084,99.55818,99.64511,99.61038,99.62719,99.70878,0.054770975,0.040225266
Kyrgyz Republic,KGZ,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,,,,,,,,,,,
Kyrgyz Republic,KGZ,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,
Lao PDR,LAO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,6594129.185,6863573.863,11928094.2,,13574461.32,14425958.21,15271316.66,16115580.05,,1.347986687,0.351060763
Lao PDR,LAO,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,27.41947,28.96552,40.66093,43.58459,47.07239,52.32234,55.82319,58.73341,60.13026,1.027700866,0.444467945
Lao PDR,LAO,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,71.12815,70.03739,71.90795,74.70828,76.85777,80.56607,81.38717,77.00526,77.7563,0.099487859,0.070886599
Lao PDR,LAO,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,7.1198,7.00504,21.4949,24.44218,27.93332,31.5283,34.67325,39.49707,,4.638378939,0.837508897
Lao PDR,LAO,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,75.85907,75.377,94.35963,94.34197,96.24746,96.55628,94.89325,94.00985,92.48614,0.247195431,-0.003706882
Lao PDR,LAO,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,80.59856,78.45799,72.05623,,,,92.46264,,,,
Lao PDR,LAO,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,68.49473,67.17358,55.55522,,,,83.44753,,,,
Lao PDR,LAO,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,4.8855,6.42567,5.9686,3.79962,3.36306,3.74452,4.53221,4.69177,5.14597,-0.269839565,-0.213924538
Lao PDR,LAO,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,69.58312,68.73439,58.28794,,,,84.66104,,,,
Late-demographic dividend,LTE,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,91.23161,91.49249,95.16747,95.33672,95.39803,95.55239,95.73705,95.89059,,0.048070612,0.007598395
Late-demographic dividend,LTE,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,,,,,,,,,,,
Late-demographic dividend,LTE,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,93.2509,93.12639,96.35354,96.55058,96.65382,96.80494,96.96432,97.10827,,0.042757805,0.007832924
Late-demographic dividend,LTE,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,97.46248,96.75192,98.98312,99.17902,99.24904,99.29045,99.3226,99.37551,,0.027116671,0.003964211
Late-demographic dividend,LTE,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,70.70962,71.10505,78.43377,78.54646,80.1596,82.73482,82.63014,82.31386,82.59523,0.157637327,0.049469635
Late-demographic dividend,LTE,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,,,,,,,,,,,
Late-demographic dividend,LTE,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,,,,,,,,,,,
Late-demographic dividend,LTE,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,84.9423,85.31803,93.27143,93.06744,93.26243,93.56563,93.68964,93.92552,94.0743,0.100887116,0.007012758
Latin America & Caribbean,LCN,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,65.56994,66.46574,73.03254,72.62692,75.73034,75.88033,76.25076,76.98289,76.93528,0.158234152,0.054090273
Latin America & Caribbean,LCN,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,,,,,,,,,,,
Latin America & Caribbean,LCN,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,,,,,,,,,,,
Latin America & Caribbean,LCN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,89.06632,89.24804,92.15993,92.4093,92.45332,92.87993,93.23081,93.52506,,0.047922845,0.01481262
Latin America & Caribbean,LCN,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,95.08874,95.20647,97.758,97.93556,97.88853,98.22717,98.29396,98.36467,,0.033172115,0.006205835
Latin America & Caribbean,LCN,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,88.79453,89.12248,92.69325,92.95508,93.00303,93.53688,93.78054,94.07174,,0.055533239,0.014871525
Latin America & Caribbean,LCN,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,,,,,,,,,,,
Latin America & Caribbean,LCN,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,89.8302,90.14907,93.30871,92.18282,93.36063,92.93394,93.02179,93.00105,92.85064,0.031636266,-0.003297227
Latin America & Caribbean (excluding high income),LAC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,88.74151,88.92826,91.94427,92.1972,92.26499,92.70338,93.06719,93.37249,,0.049975452,0.01553354
Latin America & Caribbean (excluding high income),LAC,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,88.39815,88.74216,92.47549,92.74245,92.81092,93.36487,93.61652,93.91819,,0.058326617,0.015600891
Latin America & Caribbean (excluding high income),LAC,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,94.98731,95.10023,97.69769,97.8823,97.84325,98.19488,98.26297,98.33579,,0.034022631,0.006531372
Latin America & Caribbean (excluding high income),LAC,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,64.18428,65.04681,71.88527,71.32921,74.63038,74.79033,75.14733,75.84393,75.77759,0.16599,0.05506914
Latin America & Caribbean (excluding high income),LAC,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,89.20258,89.53212,93.10029,91.80912,93.04084,92.52313,92.62524,92.67195,92.50545,0.035069314,-0.004600845
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,89.72302,90.08482,93.31134,92.14308,93.34551,92.89032,92.99838,92.9842,92.82456,0.032185001,-0.003505898
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,95.04514,95.15718,97.72001,97.90158,97.85416,98.20024,98.26875,98.34087,,0.033457171,0.006353458
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,88.76769,88.9582,91.98063,92.23696,92.2839,92.72364,93.08523,93.38841,,0.04980103,0.015305179
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,88.43167,88.77901,92.52439,92.79314,92.84439,93.39443,93.64548,93.94532,,0.058192922,0.015357356
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,65.24899,66.12565,72.82721,72.42359,75.56359,75.73523,76.13308,76.86995,76.82323,0.162483091,0.055511395
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,,,,,,,,,,,
Latvia,LVA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,5236.027539,5646.802329,9264.658745,,10118.28652,10409.37324,10792.64556,11117.80283,,0.968867012,0.200022919
Latvia,LVA,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,91.40143,90.9881,93.35256,92.92582,92.86996,93.58713,93.79965,,0.023913193
Latvia,LVA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,99.74657,,99.8959,,,,,,,,
Latvia,LVA,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,9.08195,10.65748,2.62449,4.28654,6.89219,8.93767,11.18467,12.424,14.9538,0.165754006,3.733872105
Latvia,LVA,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,,,99.41183,98.76581,98.39527,98.45296,98.14036,98.27255,98.70469,,-0.011460205
Latvia,LVA,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,99.75026,,99.83543,,,,,,,,
Latvia,LVA,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,62.04524,63.57045,87.34067,88.54042,90.24579,91.38881,91.84811,92.67481,93.47518,0.457828441,0.061072808
Latvia,LVA,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,,,99.23332,98.53965,98.13902,97.99789,97.96135,98.2627,98.4838,,-0.00978119
Latvia,LVA,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,99.84657,,99.90183,,,,,,,,
Least developed countries: UN classification,LDC,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,51.99469,52.67646,54.96615,60.3688,60.90744,61.68538,62.25665,62.94581,,0.194951407,0.145174075
Least developed countries: UN classification,LDC,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,51.70748,52.59063,65.31768,66.69728,66.25595,65.70111,66.44752,66.74264,68.2585,0.269097556,0.021815839
Least developed countries: UN classification,LDC,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,48.28058,49.27357,50.18937,55.84159,56.21955,57.03634,57.69564,58.38407,,0.184896284,0.16327561
Least developed countries: UN classification,LDC,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,62.39391,62.87496,68.5641,73.96344,74.60682,75.49648,76.13063,76.7,,0.219881492,0.118661224
Least developed countries: UN classification,LDC,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,23.76562,24.6071,32.81234,33.99681,34.88816,35.73784,36.95246,37.6642,37.45361,0.530623275,0.147866931
Lebanon,LBN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,10172057.01,10174347.03,12738537,,11688973.56,11226901.74,10838372.81,10769518.33,,0.058497248,-0.154571806
Lebanon,LBN,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,,,,,,,,,,,
Lebanon,LBN,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,,,,,,,,,,,
Lebanon,LBN,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,
Lebanon,LBN,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,,,,,,,,,,,
Lebanon,LBN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,,,,,,,,,,,
Lebanon,LBN,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,
Lebanon,LBN,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,,,,,,,,,,,
Lebanon,LBN,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,,,,,,,,,,,
Lending category not classified,LNX,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,,,,,,,,,,,
Lending category not classified,LNX,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,,,,,,,,,,,
Lending category not classified,LNX,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,,,,,,,,,,,
Lending category not classified,LNX,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,
Lending category not classified,LNX,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,,,,,,,,,,,
Lending category not classified,LNX,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,,,,,,,,,,,
Lending category not classified,LNX,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,
Lending category not classified,LNX,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,,,,,,,,,,,
Lesotho,LSO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,7160.717751,7347.900401,10050.56454,,10577.17059,10762.8768,10887.3039,11000.69915,,0.497121429,0.094535447
Lesotho,LSO,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,74.70101,76.52747,89.4223,89.6563,90.64479,90.88266,92.38341,94.66424,97.56582,0.236996859,0.058620053
Lesotho,LSO,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,,,,,27.90044,24.49744,28.02434,27.23746,,,
Lesotho,LSO,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,86.45525,,,,,75.53321,,,,,
Lesotho,LSO,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,86.25443,,,,,76.6352,,,,,
Lesotho,LSO,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,90.9269,,,,,86.6322,,,,,
Lesotho,LSO,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,,3.18353,,,,4.34265,,,,,
Lesotho,LSO,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,17.97381,20.04806,38.96832,40.16248,40.63024,40.64296,41.85947,41.35206,,1.062646461,0.061171228
Lesotho,LSO,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,72.07503,76.36717,92.84394,91.77232,91.28183,88.09699,84.92429,82.6274,,0.081975409,-0.110039923
Liberia,LBR,GDP per capita (constant LCU),NY.GDP.PCAP.KN,183.4149991,182.0402777,160.5897498,,179.0172436,175.9841229,171.7255742,164.7953985,,-0.094731119,0.026188775
Liberia,LBR,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,54.4656,,,,,57.77336,57.72478,66.71799,58.57233,,
Liberia,LBR,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,,,,,,78.71266,73.3875,,,,
Liberia,LBR,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,16.961,15.69147,,,,
Liberia,LBR,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,,,98.02038,,,93.23247,91.24975,84.90293,78.64107,,-0.133823701
Liberia,LBR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,,,,,,,,,,,
Liberia,LBR,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,,,,,,,,,,,
Liberia,LBR,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,9.45248,,,,,,,,,,
Liberia,LBR,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,
Libya,LBY,GDP per capita (constant LCU),NY.GDP.PCAP.KN,5708.81656,5520.749128,2914.829593,,,,,,,,
Libya,LBY,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,,,,,,,,,,,
Libya,LBY,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,,,,,,,,,
Libya,LBY,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,,,,,,,,,,,
Libya,LBY,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,,,,,,,,,,,
Libya,LBY,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,,,,,,,,,,,
Libya,LBY,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,
Libya,LBY,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,,,,,,,,,,,
Libya,LBY,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,,,,,,,,,,,
Liechtenstein,LIE,GDP per capita (constant LCU),NY.GDP.PCAP.KN,103986.2705,102043.6756,,,,,,,,,
Liechtenstein,LIE,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,,,92.36228,92.11856,,91.53872,91.53953,91.20567,,,-0.012522536
Liechtenstein,LIE,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,,,98.74935,98.47929,,97.65833,99.96651,99.67552,,,0.009378998
Liechtenstein,LIE,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,,,70.47244,71.67553,,73.74236,78.2327,74.15966,,,0.052321447
Liechtenstein,LIE,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,,,94.72141,94.46783,,96.63018,95.67398,95.33074,,,0.006432865
Liechtenstein,LIE,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,
Liechtenstein,LIE,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,,,,,,,,,,,
Liechtenstein,LIE,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,,,,,,,,,,,
Liechtenstein,LIE,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,,,,,,,,,,,
Lithuania,LTU,GDP per capita (constant LCU),NY.GDP.PCAP.KN,5235.17052,5622.878238,9815.727507,,10800.76952,11274.78627,11583.78081,12001.61277,,1.134425158,0.22269213
Lithuania,LTU,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,90.95167,92.71941,97.30754,97.04006,97.46028,97.59719,97.50248,97.52441,98.42562,0.051823022,0.002228707
Lithuania,LTU,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,11.2121,13.69305,29.1862,30.47648,36.54166,47.07588,54.89271,60.33432,67.76379,3.406200226,1.06722081
Lithuania,LTU,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,99.79557,99.87144,99.76042,99.85174,99.98759,99.86609,99.91125,99.94353,99.99411,0.000721828,0.001835497
Lithuania,LTU,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,99.88558,99.68859,99.91359,99.87558,99.8621,99.93252,99.91785,99.89955,99.77454,0.00211619,-0.000140521
Lithuania,LTU,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,54.04805,54.24662,78.91809,79.72517,81.87191,84.74447,86.14633,87.04379,88.02176,0.604593798,0.102963718
Lithuania,LTU,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,,99.64575,99.8156,,,,,,,,
Lithuania,LTU,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,,99.72079,99.80517,,,,,,,,
Lithuania,LTU,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,99.70167,99.8558,,,,,,,,
Low & middle income,LMY,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,,,,,,,,,,,
Low & middle income,LMY,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,77.33614,77.68525,81.42259,82.38006,82.55274,82.96363,83.23758,83.53696,,0.075325882,0.025967855
Low & middle income,LMY,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,84.72832,84.80817,88.30612,89.38869,89.53818,89.84851,90.04866,90.24796,,0.064142287,0.021989869
Low & middle income,LMY,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,77.31408,77.59424,80.98359,81.98717,82.22357,82.70255,83.06991,83.39178,,0.074716113,0.029736765
Low & middle income,LMY,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,,,,,,,,,,,
Low & middle income,LMY,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,,,,,,,,,,,
Low & middle income,LMY,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,50.64146,51.35033,59.85246,60.43823,61.49633,62.32685,62.49762,62.38458,62.34111,0.214881774,0.042306031
Low & middle income,LMY,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,71.77939,72.43719,81.22954,81.98662,82.07332,82.1098,82.37127,82.32147,82.53415,0.136453112,0.013442523
Low income,LIC,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,21.08314,21.74832,33.44707,34.24266,33.13645,33.39828,34.18425,33.6155,33.5901,0.545659619,0.005035718
Low income,LIC,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,49.91869,50.95124,66.02314,66.69437,64.11921,63.06223,63.05599,62.68444,63.81935,0.230282914,-0.050568634
Low income,LIC,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,,,,,,,,,,,
Low income,LIC,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,,,,,,,,,,,
Low income,LIC,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,48.47293,49.1914,52.39036,53.54821,53.63445,54.5262,55.07391,55.83703,,0.135097395,0.065788248
Low income,LIC,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,58.17298,58.56096,68.01847,69.77708,70.41738,71.46601,72.17959,72.87411,,0.244414538,0.071387081
Low income,LIC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,50.67088,51.36116,56.81752,57.95468,58.38585,59.2793,59.75239,60.58161,,0.179521841,0.066248756
Low income,LIC,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,,,,,,,,,,,
Lower middle income,LMC,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,,,,,,,,,,,
Lower middle income,LMC,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,78.69819,79.4355,84.65561,86.79417,87.34694,88.06457,88.63442,89.14103,,0.122181267,0.052984321
Lower middle income,LMC,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,,,,,,,,,,,
Lower middle income,LMC,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,,,,,,,,,,,
Lower middle income,LMC,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,63.45812,64.23408,69.4594,71.51562,72.03793,72.85923,73.54788,74.17301,,0.154729857,0.067861369
Lower middle income,LMC,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,66.67575,67.18486,72.24664,74.21019,74.65994,75.36975,75.83826,76.35028,,0.136420914,0.056800427
Lower middle income,LMC,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,41.70316,42.20109,54.87204,56.22194,57.83105,58.24995,58.89997,59.32591,59.36372,0.40579094,0.081168296
Lower middle income,LMC,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,65.00989,65.58858,77.90487,79.71546,80.74641,81.1452,81.89114,82.12103,82.27403,0.252062935,0.054119338
Luxembourg,LUX,GDP per capita (constant LCU),NY.GDP.PCAP.KN,70568.7096,71499.23787,79479.61694,,78314.58149,80905.26299,81279.53807,81998.58766,,0.146845618,0.031693292
Luxembourg,LUX,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,76.36595,77.67775,86.37324,88.63222,90.29231,90.68519,89.94936,90.01479,88.41503,0.158823344,0.042160628
Luxembourg,LUX,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,,,,,,,,,,,
Luxembourg,LUX,"Youth literacy rate, population 15-24 years, both sexes (%)",SE.ADT.1524.LT.ZS,,,,,,,,,,,
Luxembourg,LUX,"Literacy rate, population 25-64 years, both sexes (%)",UIS.LR.AG25T64,,,,,,,,,,,
Luxembourg,LUX,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,5.96765,5.96758,5.05627,4.48206,4.30703,3.5002,3.66847,3.57177,2.83493,-0.401470948,-0.293595872
Luxembourg,LUX,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,97.75083,97.54387,95.28774,96.51073,96.39306,97.19554,98.94194,99.76126,99.43191,0.022732233,0.046947488
Luxembourg,LUX,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,83.93834,80.66896,86.47169,85.92268,85.70984,84.97239,84.43463,84.63978,83.58238,0.049223642,-0.021185084
Luxembourg,LUX,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,94.65608,86.48203,97.44628,96.67864,95.00131,95.65376,95.04128,94.89523,94.24543,0.097282638,-0.026179039
"Macao SAR, China",MAC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,255627.0284,256945.6333,706800.937,,819200.0917,791572.758,608076.9858,591774.7935,634818.4211,1.303112864,-0.162741923
"Macao SAR, China",MAC,"Net enrolment rate, secondary, both sexes (%)",SE.SEC.NENR,68.89933,71.12782,74.75342,75.05218,75.33974,76.03664,77.74461,81.70815,84.38217,0.148750939,0.09303561
"Macao SAR, China",MAC,GDP per capita (constant LCU),NY.GDP.PCAP.KN,253383.9277,254690.3427,700600.0666,,812014.0803,784627.9007,602742.0283,586583.3996,,1.303123839,-0.162741445
"Macao SAR, China",MAC,"Total net enrolment rate, lower secondary, both sexes (%)",UIS.NERT.2,95.36444,93.92948,84.89376,83.65514,84.14205,85.13909,87.39571,92.20311,96.05073,-0.018379427,0.086099968
"Macao SAR, China",MAC,"Net enrolment rate, pre-primary, both sexes (%)",SE.PRE.NENR,86.27565,83.55821,92.51206,92.68312,90.2644,85.99621,87.05058,94.43397,94.02072,0.130157886,0.020774697
"Macao SAR, China",MAC,"Total net enrolment rate, primary, both sexes (%)",UIS.NERT.1,89.51448,86.90415,85.658,86.66973,88.06884,91.95025,95.31378,97.78401,97.6638,0.125193791,0.141563076
